date,1M,2M,3M,4M,6M,1Y,2Y,3Y,5Y,7Y,10Y,20Y,30Y
2026-07-16,3.76,3.81,3.84,3.90,3.94,3.99,4.16,4.20,4.28,4.41,4.57,5.09,5.09
